bioproject_id	phs_accession	organism	name	protocols_inferred	disease_categories	sra_run_count	description
1080649		Homo sapiens	Single-cell multiplex chromatin and RNA interactions in aging human brain		neurological		The study employs the Multi-Nucleic Acid Interaction Mapping in Single Cell (MUSIC) technique to concurrently profile multiplex chromatin interactions, gene expression, and RNA-chromatin associations 
1001995	phs003230	Homo sapiens	Temporal evolution reveals bifurcated lineages in aggressive neuroendocrine small cell prostate cancer trans-differentiation (scRNA-Seq)	atac|scRNA	cancer|neurological|pulmonary|developmental|normal		Trans-differentiation from an adenocarcinoma to a small cell neuroendocrine state is associated with therapy escape in multiple cancer types. The temporal transcriptional changes of this process remai
551047		Homo sapiens	Single cell RNA-seq of BRAF-rearranged pilocytic astrocytomas	scRNA	cancer|neurological		Pilocytic astrocytoma (PA), the most common childhood brain tumor, is a low-grade glioma with a single driver BRAF rearrangement. Here, we perform scRNAseq in six PAs using methods that enabled detect
895391		Homo sapiens	Single-cell multi-omic analysis of the vestibular schwannoma ecosystem uncovers a nerve injury-like state [scATAC-seq]	atac|scRNA	cancer|normal		Vestibular schwannomas (VS) are benign tumors that lead to significant neurologic and otologic morbidity. How VS heterogeneity and the tumor microenvironment (TME) contribute to the pathogenesis of th
1024036		Homo sapiens	KRT17High/CXCL8+ tumor cells display both classical and basal features and regulate myeloid infiltration in the pancreatic cancer microenvironment.	scRNA	cancer		Recent studies have uncovered the co-existence of basal and classical subtypes within pancreatic ductal adenocarcinoma (PDAC). We sought to characterize these intermediary cells using single-cell RNA 
597931		Homo sapiens	Single-cell analysis reveals different age-related somatic mutation profiles between stem and differentiated cells in human liver		neurological|metabolic|liver|normal		Highly metabolic liver is exposed to many sources of spontaneous mutagenesis resulting in increased genome instability that, potentially, causes age-related functional liver failure. Here we comparati
733528		Homo sapiens	Single cell 'omics resolves transcriptional alterations in Sjogren's Syndrome				This data compares the single cell transcriptional profiles of the minor salivary glands and peripheral blood mononuclear cells (PBMCs) between patients diagnosed with Sjogren's Disease (SjD) and thos
431832		Homo sapiens	Single-cell RNA-seq of rheumatoid arthritis synovial tissue using low-cost microfluidic instrumentation	scRNA	autoimmune		Droplet-based single-cell RNA-seq has emerged as a powerful technique for massively parallel cellular profiling. While these approaches offer the exciting promise to deconvolute cellular heterogeneity
842002	phs002926	Homo sapiens	Young infants display heterogeneous serological responses and extensive but reversible transcriptional changes following initial immunizations	scRNA	infectious|normal		Infants necessitate vaccinations to prevent life-threatening infections. Our understanding of the infant immune responses to routine vaccines remains limited. We analyzed two cohorts of 2-month-old in
1254326		Homo sapiens	Human Body Single-Cell Atlas of 3D Genome Organization and DNA Methylation		normal		Cell type specific patterns of gene expression arise from an interplay of diverse gene regulatory mechanisms, including transcription factor binding, chromatin accessibility, DNA methylation, and high
727874		Homo sapiens	Integrative molecular characterization of breast cancer	snRNA|scRNA	cancer|normal		Version 1: We have performed integrative analyses of breast cancer tumors, including whole exome sequencing (WES) of tumor and normal pairs, whole transcriptome sequencing, and single-cell RNA sequenc
576262		Homo sapiens	Single-cell transcriptional diversity is a hallmark of developmental potential	smart-seq|scRNA	cancer|developmental|normal		Single-cell RNA sequencing (scRNA-seq) is a powerful approach for reconstructing cellular differentiation trajectories. However, inferring both the state and direction of differentiation is challengin
1040403		Homo sapiens	Cellular and Molecular Investigations of Human Hearts	atac|snRNA	cardiovascular|developmental		We aim to discover gene regulatory networks that govern heart morphogenesis in the early fetal heart. To this end, we have performed single-nucleus ATAC-seq on cells derived from 2 human hearts at 15 
1018224		Homo sapiens	Profiling of Sarcomas from Archival Tissues [TCR-Seq]	snRNA	cancer|infectious		We performed single nuclei RNA-sequencing (snRNA-seq) with matched T cell receptor sequencing (TCR-seq), and pool matched low pass whole genome sequencing (WGS) of eight specimens from six patients, e
1160822		Homo sapiens	Neoadjuvant immunotherapy promotes the formation of mature tertiary lymphoid structures in a remodeled pancreatic tumor microenvironment	10x_chromium|spatial	cancer|normal		Pancreatic adenocarcinoma (PDAC) is a rapidly progressing cancer that responds poorly to immunotherapies. Intratumoral tertiary lymphoid structures (TLS) have been associated with rare long-term PDAC 
1055624		Homo sapiens	Human Single-Cell Data	10x_chromium	cancer|neurological|normal		Familial platelet disorder (FPD) is caused by germline RUNX1 mutations. Families inheriting the disease suffer from platelet dysfunction and consequently various bleeding disorders. The life long risk
1269651		Homo sapiens	Clonal Heterogeneity in Human Pancreatic Ductal Adenocarcinoma and Its Impact on Tumor Progression	spatial|scRNA	cancer		This study of primary human pancreatic ductal adenocarcinoma (PDAC) tumors (n = 62) aims to characterize intratumoral clonal diversity, transcriptional plasticity, tumor_microenvironment interactions,
1018225		Homo sapiens	Profiling of Sarcomas from Archival Tissues [snRNA-Seq]	snRNA	cancer|infectious		We performed single nuclei RNA-sequencing (snRNA-seq) with matched T cell receptor sequencing (TCR-seq), and pool matched low pass whole genome sequencing (WGS) of eight specimens from six patients, e
639821	phs000924	Homo sapiens	Functional genomic analyses of iPSC-derived pancreatic progenitor cells	atac|scRNA	neurological|developmental		The goal of this study is to molecularly characterize regulatory variation in pancreatic progenitor cells (PPC). Here, we derived PPC from iPSCs of nine iPSCORE individuals (DeBoever et al., 2017; Pan
987020		Homo sapiens	Microvascular Permeability, Inflammation, and Lesion Physiology in Endometriosis: A Microphysiological Systems Approach	scRNA			The goal of the study is to identify novel molecular pathways involved in the etiology of endometriosis and to develop in vitro model systems to enable the study of the mechanisms regulating reproduct
985377		Homo sapiens	Integrated Analysis of Multimodal Single-Cell Datasets for SARS-CoV-2 Vaccination	cite-seq	infectious|developmental		The study aimed to explore immune responses during a time course of BNT162b2 mRNA vaccination. To better characterize these responses, we utilize a suite of multi-modal single-cell sequencing technolo
924778	phs000748	Homo sapiens	Single-cell discovery and multi-omic characterization of therapeutic targets in multiple myeloma [bulk RNA-seq]		cancer|developmental		Multiple myeloma (MM) is a highly refractory hematological cancer. Targeted immunotherapy has shown promise in MM but remains hindered by the challenge of identifying specific yet broadly representati
835813	phs001457	Homo sapiens	Pooled single-cell RNA-seq data from T cells from human synovial tissue	scRNA	autoimmune		T cells from several separate single-cell RNAseq datasets from human RA synovial tissue were combined into one dataset. The dataset includes both previously published and new data. Overall design: Cry
176408		Homo sapiens	Clonal Evolution of Pre-Leukemic Hematopoietic Stem Cells in AML		cancer|developmental		Acute myeloid leukemia is an aggressive clonal malignancy of the bone marrow that is the direct result of sequential acquisition of mutations in a single lineage of cells. In this study, we investigat
1007857		Homo sapiens	Dysregulation of naive T cell quiescence during Aging	scRNA	developmental|normal		TEA-seq (novel trimodal single-cell analysis of mRNA transcripts, surface protein epitopes, and chromatin accessibility) was performed on CD3+ T cells isolated from peripheral blood of healthy pediatr
893806		Homo sapiens	Whole-genome sequencing analysis of extrachromosomal DNA with Amplicon Architect		cancer		The study is related to our manuscript entitled "Single-cell genetic heterogeneity linked to immune infiltration in glioblastoma". Using multiplexed FISH analysis of 3-4 tumor cores from 17 glioblasto
659041	phs002003	Homo sapiens	A human cell atlas of fetal gene expression	scRNA	developmental|kidney|normal		The gene expression program underlying the specification of human cell types is of fundamental interest. We generated human cell atlases of gene expression and chromatin accessibility in fetal tissues
1136494	phs003672	Homo sapiens	Late-stage tertiary lymphoid structures in hepatocellular carcinoma treated with neoadjuvant immune checkpoint blockade [scRNA-seq]	scRNA	cancer|liver		Tertiary lymphoid structures (TLS) are associated with improved response in solid tumors treated with immune checkpoint blockade (ICB), but understanding of their clinical significance and the circums
1151741		Homo sapiens	Programs, Origins, and Immunomodulatory Functions of Myeloid Cells in Gliomas	scRNA	cancer|neurological|autoimmune		Gliomas are challenging malignancies characterized by an immunosuppressive microenvironment filled with myeloid cells, whose roles in immune modulation are not fully understood. In this study, we util
961306		Homo sapiens	MAITS in HCC	spatial|scRNA	cancer|developmental|liver		Hepatocellular Carcinoma (HCC) is a leading cause of cancer-related death and can be considered a prototype of inflammation-derived cancer arising from chronic liver injury. The cell composition of th
1077097		Homo sapiens	Risk factors for asymptomatic diverticulosis	scRNA			Data for this analysis came from a prospective study of colonic diverticulosis at the University of North Carolina Hospital in Chapel Hill, North Carolina (NIH R01DK094738). This is a case-control gen
430958		Homo sapiens	Genetics, Cellular and Natural History of X-Linked Dystonia Parkinsonism	10x_chromium	neurological		X-linked Dystonia-Parkinsonism (XDP, DYT3) is a long-standing quandary in human disease genetics. XDP is predominantly observed on Panay island in the Philippines. This study is one of the first of it
946020		Homo sapiens	Analysis of donor pancreata defines the transcriptomic signature and microenvironment of early neoplastic pancreatic lesions.	10x_chromium|scRNA	neurological|normal		The adult healthy human pancreas has been poorly studied given lack of indication to obtain tissue from the pancreas in the absence of disease and rapid postmortem degradation. We obtained pancreata f
753541					pulmonary		DNA mutations in somatic cells have been implicated in the causation of aging, with longer-lived species having a higher capacity to maintain genome sequence integrity than shorter-lived species. In a
1209132		Homo sapiens	Developing targeted therapy for patients with Multiple Myeloma and Amp1q	scRNA	cancer		Multiple myeloma (MM) frequently presents with gain or amplification of chr1q (1q+), which is associated with inferior response to treatment and poor outcomes. To develop targeted therapy for MM with 
1205007	phs003418	Homo sapiens	Single-cell Transcriptomic Characterization of Microscopic Colitis	10x_chromium|scRNA	neurological|autoimmune		Patients with microscopic colitis (MC), chronic diarrhea without histological signs of MC, or unaffected controls were profiled using single-cell RNA sequencing (scRNA-seq; inDrops and 10X Genomics we
981646		Homo sapiens	Single-cell multi-omic analysis of the vestibular schwannoma ecosystem uncovers a nerve injury-like state	atac|scRNA	cancer		Vestibular schwannomas are benign tumors that can lead to significant morbidity, including hearing loss, facial nerve paralysis and obstructive hydrocephalus. The genomic landscape of vestibular schwa
498741		Homo sapiens	Pancreatic adenocarcinoma human organoids share structural and genetic features with primary tumors	scRNA	cancer		Patient-derived pancreatic ductal adenocarcinoma (PDAC) organoid systems show great promise for understanding the biological underpinnings of disease and advancing therapeutic precision medicine. Desp
982044	phs003015	Homo sapiens	Tracking of donor and recipient immune and leukemia phenotypes after allogeneic stem cell transplantation using mitochondrial DNA mutations. [ASAP-Seq 3]	atac	cancer		Mitochondrial DNA mutations (mtDNA) enable deconvolution of donor- and recipient-derived single cell profiles. Here, we provide examples for sensitive donor-recipient deconvolution of peripheral blood
671381		Homo sapiens	Characterization of immune evasion in Merkel cell carcinoma	atac|scRNA	cancer|infectious		Merkel cell carcinoma (MCC) is a rare, neuroendocrine skin carcinoma that is caused by the Merkel cell polyomavirus (MCPyV) in 80% of cases and by ultraviolet (UV) damage in 20% of cases. MCC should t
1402413		Homo sapiens	PGE2-Driven Inhibition of T Cell Activation		autoimmune|developmental|normal		We aim to elucidate the functional effects of PGE2 and non-coding, inflammatory bowel disease (IBD)-associated genetic variants on T cells exposed to activation stimuli and other inflammatory mediator
1206149		Homo sapiens	Graft-versus-host disease prophylaxis shapes T cell biology and immune reconstitution after hematopoietic cell transplant		neurological|infectious		Successful hematopoietic cell transplant requires immunosuppression to prevent graft-versus-host disease (GVHD), a lethal, T-cell-mediated post-transplant complication. The phase 3 BMT CTN 1703 trial 
663562		Homo sapiens	Shared transcriptional profiles at the single cell level of atypical memory B cells suggest common drivers of expansion and function in malaria, HIV and autoimmune diseases [HIV scRNA-seq]	scRNA	autoimmune|infectious|normal		Human chronic infectious diseases, including malaria and HIV and autoimmune diseases, notably SLE, are accompanied by a striking expansion of a subpopulation of B cells termed atypical memory B cells 
292832		Homo sapiens	Homo sapiens	smart-seq|scRNA	cancer		To understand the diversity of expression states within melanoma tumors, we obtained freshly resected samples, dissagregated the samples, sorted into single cells and profiled them by single-cell RNA-
1103254		Homo sapiens	Immune determinants of resistance to PD-1 blockade in renal cell carcinoma	scRNA	cancer|neurological|infectious|kidney		We performed an integrated bulk and single-cell transcriptomic analysis of tumors from 102 advanced renal cell carcinoma patients enrolled in a phase II clinical trial of frontline nivolumab (NCT03117
1149106		Homo sapiens	Developing Allelic Imbalance Analysis from Single-Nucleus RNA-seq Data	snRNA|scRNA			Single-cell RNA-seq (scRNA-seq) is emerging as a powerful tool for understanding gene function across diverse cells. Recently, this has included the use of allele-specific expression (ASE) analysis to
513294	phs002007	Homo sapiens	Transcriptomic characterization of human innate T cells	scRNA	neurological|normal		We performed low input RNA-seq and single-cell RNA-seq to transcriptionally characterize four human innate T cell (ITCs) subsets, namely iNKT, MAIT, Vδ1 expressing γδ T cells, and Vδ2 expressing γδ T 
1205008	phs003418	Homo sapiens	Single-cell Transcriptomic Characterization of Microscopic Colitis	10x_chromium|scRNA	neurological|autoimmune		Patients with microscopic colitis (MC), chronic diarrhea without histological signs of MC, or unaffected controls were profiled using single-cell RNA sequencing (scRNA-seq; inDrops and 10X Genomics we
415685		Homo sapiens	Single cell RNA-seq reveals malignant and stromal programs associated with invasion and metastasis in head and neck cancer	scRNA	cancer|neurological		This study of head and neck cancer aimed to profile individual malignant, stromal, and immune cells in treatment-naive oral cavity squamous cell carcinoma, with or without matched metastatic cervical 
295469		Homo sapiens	Homo sapiens		neurological|developmental		We sought to characterize cellular heterogeneity in the human cerebral cortex at a molecular level during cortical neurogenesis. We captured single cells and generated sequencing libraries using the C
1321401		Homo sapiens	Single-Cell Analysis of Placenta Development	spatial|atac|snRNA	developmental|normal		This study aims to generate a comprehensive, high-resolution understanding of the human maternal-fetal interface across gestation during healthy pregnancy. The project will combine large-scale paired 
1054684		Homo sapiens	Immunoprofiling of the blood and intestine and creation of a gut cell atlas	cite-seq|spatial|scRNA	autoimmune|normal		This is a focused, nested case-control study within our larger cohort "Immunoprofiling of the Blood and Intestine and Creation of a Gut Cell Atlas". This sub-study is titled as "Single-cell and spatia
984316	phs003629	Homo sapiens	Pre-existing skin-resident CD8 and γδ T cell circuits mediate immune response in Merkel cell carcinoma and Predict immunotherapy efficacy [scRNA_tissue]	scRNA	cancer		Merkel Cell Carcinoma (MCC) is an aggressie skin cancer with limiterd treatment and low response rates to Immune Checkpoint Blockade (ICB) therapy. We compiled the largest sc database of MCC tumor sam
904018		Homo sapiens	Human blastocyst lOX single cell RNA sequencing	scRNA	developmental		Recent advances in human blastoids have opened new avenues for modeling early human development and implantation. One limitation of our first protocol for human blastoid generation was relatively low 
899464		Homo sapiens	Paired bulk and single-cell RNA-seq on high-grade serous ovarian cancer (HGSOC) samples	scRNA	cancer|neurological		We have sequenced ovarian tumors in several different ways: 1) poly-A captured scRNA-seq, 2) poly-A captured pooled scRNA-seq in pools of 4 samples each 3) Bulk RNA-seq on ribo-depleted tumor chunks 4
622297		Homo sapiens	Single cell analysis reveals mechanisms of heterogeneity and plasticity of leukemia initiating cells [bulk RNA-seq]		cancer|neurological		Leukemia initiating cells (LICs) self-renew indefinitely to fuel leukemic growth and spark disease relapse. Previously thought to be primitive and rare, the LIC state may actually be heterogeneous and
1419880		Homo sapiens	Spatial analysis of IPMNs defines a paradoxical KRT17-positive, low-grade epithelial population harboring malignant features	spatial|scRNA	cancer		Intraductal papillary mucinous neoplasms (IPMNs) represent one of the few radiologically identifiable precursors to pancreatic ductal adenocarcinoma (PDAC); however, identifying lesions at greater ris
752397		Homo sapiens	Single-cell Miniaturized Total RNA-seq (STORM-seq) in cell lines and primary tissues	smart-seq|scRNA			Here we introduce STORM-seq, a standardized and generally available approach to profiling total RNA in single cells by miniaturization of the Takara SMART-seq Stranded (SSS) kit. The use of nanoliter-
740370	phs001323	Homo sapiens	Single-cell RNA-sequencing identifies immune biomarkers of response to immunotherapy in patients with high-risk Smoldering Myeloma	scRNA	cancer		Single-cell RNA-sequencing identifies immune biomarkers of response to immunotherapy in patients with high-risk Smoldering Multiple Myeloma (SMM). We conducted a Phase II trial of the immunotherapeuti
906193		Homo sapiens	Starfysh reveals heterogeneous spatial dynamics in the breast tumor microenvironment	spatial	cancer|neurological		Integrative analysis of primary estrogen receptor-positive (ER+) breast cancer, triple-negative breast cancer (TNBC), and metaplastic breast cancer (MBC) tumors using Starfysh.  Overall design: spatia
764785		Homo sapiens	Multi-omic Investigation of Beckwith-Wiedemann Syndrome Hepatoblasto	snRNA	cancer|developmental|liver|normal		Hepatoblastoma (HB) is the most common malignant liver tumor diagnosed in children under 5 years of age. One of the most common HB predisposition syndromes is Beckwith-Wiedemann Syndrome (BWS, OMIM 13
942021		Homo sapiens	Identification of high-risk PHF19 expressing cells in myeloma single cell multiomics	atac|scRNA	cancer		The aim of this study is to identify novel subsets of cells that are associated with progression and response to treatment. In this project, we study the tumor fraction from 49 myeloma patients across
476644		Homo sapiens	Single-cell RNA-seq of melanoma ecosystems reveals sources of T cells exclusion linked to immunotherapy clinical outcomes	smart-seq|scRNA	cancer|neurological|developmental		Immune checkpoint inhibitors (ICI) produce durable responses in some melanoma patients, but many patients derive no clinical benefit, and the molecular underpinnings of such resistance remain elusive.
686999		Homo sapiens	Transcriptional Profiling of Pediatric Cholestatic Livers Identifies Three Distinct Macrophage Populations	scRNA	developmental|liver		We characterize three subpopulations of cholestatic macrophages in pediatric patients with biliary atresia (BA) and Alagille syndrome (ALGS). Overall design: single-cell RNA-seq of liver biopsies Note
609182		Homo sapiens	A single-cell and single-nucleus RNA-Seq toolbox for fresh and frozen human tumors	snRNA|scRNA	cancer|neurological		Single cell transcriptomics is a powerful tool to map the complex tumor microenvironment, providing unprecedented resolution into cell types, cell states, cell interactions, and tumor heterogeneity. D
990791		Homo sapiens	Deconvolution of the mechanisms of T cell drug response in multiple myeloma induction therapy		cancer|normal		In this study, we characterize the effect of bortezomib, lenalidomide, and dexamethasone on T cells, with the help of high-quality datasets generated using the trimodal single-cell genomics method TEA
1281734		Homo sapiens	Pyoderma gangrenosum caused by molecular uncoupling of OTULIN catalytic activity and LUBAC binding	10x_chromium|scRNA	normal		This is a single-cell RNA sequencing (scRNA-seq) study using peripheral blood mononuclear cells (PBMC) from 3 healthy donors and 2 patients with OTULIN-related Pyoderma Gangrenosum (ORP). Samples were
1081500		Homo sapiens	Aberrant activation of wound healing programs within the metastatic niche facilitates lung colonization by osteosarcoma cells	spatial|scRNA	cancer|pulmonary|developmental		Lung metastasis is responsible for nearly all deaths caused by osteosarcoma, the most common pediatric bone tumor. How malignant bone cells coerce the lung microenvironment to support metastatic growt
759182		Homo sapiens	The Landscape of Tumor Cell States and Ecosystems in Diffuse Large B Cell Lymphoma [scVDJ-seq]	scRNA	cancer|neurological		Biological heterogeneity in diffuse large B cell lymphoma (DLBCL) is partly driven by cell-of-origin subtypes and associated genomic lesions, but also by diverse cell types and cell states in the tumo
961307		Homo sapiens	MAITS in HCC	spatial|scRNA	cancer|developmental|liver		Hepatocellular Carcinoma (HCC) is a leading cause of cancer-related death and can be considered a prototype of inflammation-derived cancer arising from chronic liver injury. The cell composition of th
356914		Homo sapiens	Homo sapiens	10x_chromium|spatial	cancer		Recently developed methods that utilize partitioning of long genomic DNA fragments, and barcoding of shorter fragments derived from them, have succeeded in retaining long-range information in short se
677986	phs001961	Homo sapiens	Single Nucleus RNA-Seq Multiomic Profiling Reveals Age-Dynamic Regulation of Host Genes Associated with SARS-CoV-2 Infection [scRNA-Seq]	atac|snRNA|scRNA	neurological|pulmonary|infectious|normal		Respiratory failure is the leading cause of COVID-19 death and disproportionately impacts adults more than children. Here, we present a large-scale snATAC-seq dataset (90,980 nuclei) of the human lung
1227598		Homo sapiens	Single cell and spatial transcriptomics studies of Fibrosis in Prospective Registry in IBD Study at MGH and GI Disease and Endoscopy Registry	spatial	autoimmune|pulmonary|normal		Stricturing disease or fibrosis is a common complication of inflammatory bowel disease (IBD), often requiring surgical intervention. This process is caused by the abnormal deposition of extracellular 
671244		Homo sapiens	HubMAP: A Spatially Resolved Molecular Atlas of Human Endothelium	spatial|atac	neurological|cardiovascular|normal		The human circulatory system plays a vital role in the proper functioning of every organ in the human body. Because vascular related diseases, such as atherosclerosis, do not occur homogeneously throu
791349		Homo sapiens	Multi-modal single-cell and whole-genome sequencing of minute, frozen specimens to propel clinical applications		cancer|neurological|pulmonary|infectious|liver		We provide 5’ and/or 3’ single cell and single nuclei RNA sequencing data for matched comparisons of profiling from fresh (single cells) and frozen (single nuclei) samples of a non small cell lung can
667716		Homo sapiens	Single Cell Analyses of Renal Cell Cancers Reveal Insights into Tumor Microenvironment, Cell of Origin, and Therapy Response	10x_chromium|scRNA	cancer|kidney|normal		Diverse subtypes of renal cell carcinomas (RCC) display a wide spectrum of histomorphologies, proteogenomic alterations, immune cell infiltration patterns, and clinical behavior. Delineating the ontog
1367139		Homo sapiens	Genome-scale spatial mapping of the Hodgkin lymphoma microenvironment	spatial	cancer|neurological|normal		A central challenge in cancer research is to identify the secreted factors that sustain tumor cell survival. This is best exemplified in Hodgkin lymphoma, where malignant cells constitute a minor frac
994264		Homo sapiens	Investigating delayed-onset Drug Hypersensitivity Reactions Prospectively	scRNA			Delayed-type drug hypersensitivity reactions (dtDHR) are significant causes of morbidity and mortality, but the origin, phenotype and function of pathogenic T cells across the spectrum of severity are
934666		Homo sapiens	Single Cell DNA Methylation Analysis for Forensic Epigenetics	snRNA	neurological|infectious		As part of the Epigenetic CHaracterization and Observation (ECHO) program, the Genomic Analysis Laboratory at the Salk Institute generated the DNA methylation profiles of certain PBMC cell types to de
744860		Homo sapiens	Single cell analysis reveals mechanisms of heterogeneity and plasticity of leukemia initiating cells [CITEseq]	cite-seq	cancer|neurological		Leukemia initiating cells (LICs) self-renew indefinitely to fuel leukemic growth and spark disease relapse.  Previously thought to be primitive and rare, the LIC state may actually be heterogeneous an
807046		Homo sapiens	Multiplexed scRNA-seq reveals cellular and genetic correlates of SLE	scRNA	neurological|autoimmune		Systemic lupus erythematosus (SLE) is a heterogeneous autoimmune disease. Knowledge of circulating immune cell types and cell states associated with SLE remains incomplete. We profiled over 1.2 millio
1078931		Homo sapiens	Spatial transcriptomics reveals discrete tumour microenvironments and autocrine loops within ovarian cancer subclones	10x_chromium|spatial	cancer|neurological|normal		Ovarian masses from patients with high grade serous ovarian carcinoma undergoing debulking surgery were subjected to spatial transcriptomics profiling using the 10x Genomics Visium (fresh frozen) plat
926598		Homo sapiens	Non-small Cell Lung Cancer Brain Metastasis Atlas [lpWGS]	snRNA	cancer|neurological|pulmonary|normal		We performed single nuclei RNA-sequencing (snRNA-seq) with matched T cell receptor sequencing (TCR-seq), and pool matched low pass whole genome sequencing (WGS)  of 12 treatment-naïve non-small cell l
1185830		Homo sapiens	Longitudinal Multi-omic Immune Resource Reveals Dynamic Responses in Healthy Human Aging	scRNA	neurological|infectious|normal		The generation and maintenance of protective immunity is a dynamic interplay between host and environment that is impacted by age. Understanding fundamental changes in the healthy immune system that o
1373320		Homo sapiens	Parkinson Cell Atlas in 5D (PD5D)	spatial|snRNA	neurological|normal		Genome-wide association studies (GWAS) have unequivocally linked thousands of noncoding variants to Parkinson's disease (PD). Why have these breakthroughs not uncovered the mechanism(s) of common, gen
516635		Homo sapiens	The altered DNA methylation landscape in chronic lymphocytic leukemia emerges early and persists after treatment		cancer|neurological|normal		Here we measured genome-wide DNA methylation in patients with chronic lymphocytic leukemia as it provides an opportunity to capture the emergence of altered methylation landscapes as well as track the
928684		Homo sapiens	Single cell RNA sequencing of pancreastic cancer associated fibroblasts (CAFs) exposed to hypoxia	scRNA	cancer		Single cell RNA sequencing of cancer associated fibroblasts cultured in hypoxia and normoxia environments Overall design: Total 81 HCCs with PET information were sequenced to identify gene expressions
659732	phs002280	Homo sapiens	Multimodal Analysis for Human ex vivo Studies Shows Extensive Molecular Changes from Delays in Blood Processing	10x_chromium|scRNA	autoimmune|normal		Multi-omic profiling of human peripheral blood is increasingly utilized to identify biomarkers and pathophysiologic mechanisms of disease. The importance of these platforms in clinical and translation
1162163		Homo sapiens	10x Multiome from Human Fetal Heart	10x_chromium|multiome|atac|scRNA	cardiovascular|developmental|normal		We hope to uncover the genetic basis of congenital heart disease by examining how genetic variants, especially those in non-coding regions, influence heart development. To achieve this goal, our resea
1227601		Homo sapiens	Systemic inflammation and lymphocyte activation precede rheumatoid arthritis	scRNA	autoimmune|developmental		The Allen Institute for Immunology-University of California, San Diego-University of Colorado Transition to Rheumatoid Arthritis (ALTRA) project is a prospective longitudinal cohort study to understan
1138808		Homo sapiens	Mutation patterns predict drug response in acute myeloid leukemia		cancer		As part of a study correlating co-occurring mutations in Acute Myeloid Leukemia (AML) with drug sensitivity, we performed single cell mutation analysis to document the subclonal composition for 8 pati
1333510		Homo sapiens	Studies of Atopic Dermatitis through Single-cell Transcriptomics and Immune Repertoires	scRNA	neurological|normal		In atopic dermatitis (AD) patients, the homeostatic processes maintaining barrier integrity and immune regulation in the skin break down, resulting in chronic inflammation. To understand the tissue ch
1075299		Homo sapiens	Coordinated immune networks in leukemia bone marrow microenvironments distinguish response to cellular therapy	spatial|scRNA	cancer		Understanding how intra-tumoral immune populations coordinate to generate anti-tumor responses following therapy can guide precise treatment prioritization. We performed systematic dissection of an es
679098		Homo sapiens	Yale SPORE in Skin Cancer Project 2	10x_chromium	cancer		Understanding the relationship between tumor and peripheral immune environments could allow longitudinal immune monitoring in cancer. Here, we examined whether T cells that share the same TCRab and ar
633185		Homo sapiens	Heart of Cells	spatial|merfish|scRNA	neurological|cardiovascular		The heart, which is the first organ to develop, is highly dependent on its form to function. However, how diverse cardiac cell types spatially coordinate to create complex morphological structures cri
1021761		Homo sapiens	Deconvolution of the mechanisms of T cell drug response in multiple myeloma induction therapy	atac|scRNA	cancer|normal		Bortezomib, lenalidomide, and dexamethasone are administered to treat various hematologic malignancies. We tested the effects of each drug on the molecular state of primary human peripheral blood T ce
895347		Homo sapiens	Clonal dynamics of alloreactive T cells in kidney allograft rejection after anti-PD-1 therapy [Non-naive CD8 single-cell]	scRNA	cancer|neurological|kidney		Kidney transplant recipients are at particular risk for developing tumors, many of which are now routinely treated with immune checkpoint inhibitors (ICIs); however, ICI therapy can precipitate transp
1023366		Homo sapiens	Children's Hospital of Philadelphia  B- and T-cell Acute Leukemia and Lymphomas	cite-seq|atac	cancer|neurological|developmental|normal		Our goal with this study was to identify the mechanisms of treatment resistance in T-cell acute lymphoblastic leukemia (ALL) using single-cell genomics. We profiled 40 T-ALL cases from the Children's 
267621		Homo sapiens	Homo sapiens	spatial	neurological|normal		A comprehensive characterization of transcriptional diversity and heterogeneity of the human cortex is crucial to understand its functions in healthy and disease conditions. The diversity and cellular
355008		Homo sapiens	Homo sapiens	scRNA	neurological|developmental		DNA methylation is a well studied, yet still incompletely understood component of the multi-layered epigenome. The somatic DNA methylation landscape is established early in development, but remains hi
1151149		Homo sapiens	Single cell and spatial transcriptomic profiling of Haemophilus ducreyi infection	10x_chromium|spatial	neurological|infectious		We investigated the immune response in end-point pustules formed by Haemophilus ducreyi in volunteers using an experimental infection model. Six volunteers were infected in the skin of the upper arm a
1014561		Homo sapiens	Immune Responses in Checkpoint Myocarditis Across Heart, Blood, and Tumor	scRNA	cancer|autoimmune|cardiovascular		Immune checkpoint inhibitors (ICIs) are widely used in anti-cancer therapies, but they can cause morbid and potentially fatal immune-related adverse events (irAEs), such as ICI-related myocarditis (ir
1276618		Homo sapiens	Single-cell RNA-seq profiling of peripheral immune responses to severe infection in Uganda	10x_chromium|scRNA	infectious		We conducted a prospective observational study (RESERVE-U-2-TOR) of adults admitted to Tororo General Hospital in eastern Uganda with severe, undifferentiated infection (i.e., suspected sepsis). Perip
1149847		Homo sapiens	Dynamic evolution of fibroblasts revealed by single cell RNA sequencing of human pancreatic cancer	10x_chromium|spatial|scRNA	cancer|normal		Understanding the constituents of the pancreatic ductal adenocarcinoma (PDAC) microenvironment may illuminate more efficacious targets for treating this aggressive malignancy. However, the composition
1021760		Homo sapiens	Deconvolution of the mechanisms of T cell drug response in multiple myeloma induction therapy	atac|scRNA	cancer|normal		Bortezomib, lenalidomide, and dexamethasone are administered to treat various hematologic malignancies. We tested the effects of each drug on the molecular state of primary human peripheral blood T ce
